identifier,edition,rank
COMBEYS-bc640d-0433,1061,876
COMBEYS-bc640d-de,194,875
COMBEYS-bc640d-70,92,874
COMBEYS-bc640d-0500,1268,873
COMBEYS-bc640d-059e,1427,872
COMBEYS-bc640d-1a,1,871
COMBEYS-bc640d-025e,585,870
COMBEYS-bc640d-03f0,992,869
COMBEYS-bc640d-036a,857,868
COMBEYS-bc640d-0118,252,867
COMBEYS-bc640d-0550,1348,866
COMBEYS-bc640d-03cc,956,865
COMBEYS-bc640d-030c,761,864
COMBEYS-bc640d-0c,775,863
COMBEYS-bc640d-0195,378,862
COMBEYS-bc640d-01df,455,861
COMBEYS-bc640d-0571,1382,860
COMBEYS-bc640d-05bb,1456,859
COMBEYS-bc640d-0198,382,858
COMBEYS-bc640d-01e4,460,857
COMBEYS-bc640d-fa,222,856
COMBEYS-bc640d-0122,262,855
COMBEYS-bc640d-08,527,854
COMBEYS-bc640d-5d,72,853
COMBEYS-bc640d-0250,571,852
COMBEYS-bc640d-37,29,851
COMBEYS-bc640d-03df,975,850
COMBEYS-bc640d-05ab,1440,849
COMBEYS-bc640d-0205,493,848
COMBEYS-bc640d-e5,201,847
COMBEYS-bc640d-0459,1099,846
COMBEYS-bc640d-1c,3,845
COMBEYS-bc640d-10,1486,844
COMBEYS-bc640d-0396,901,843
COMBEYS-bc640d-046b,1117,842
COMBEYS-bc640d-055b,1359,841
COMBEYS-bc640d-0488,1146,840
COMBEYS-bc640d-05a0,1429,839
COMBEYS-bc640d-0247,562,838
COMBEYS-bc640d-028b,632,837
COMBEYS-bc640d-05,414,836
COMBEYS-bc640d-04b7,1193,835
COMBEYS-bc640d-0287,628,834
COMBEYS-bc640d-0463,1109,833
COMBEYS-bc640d-04f3,1255,832
COMBEYS-bc640d-0455,1095,831
COMBEYS-bc640d-05c7,1468,830
COMBEYS-bc640d-04a7,1177,829
COMBEYS-bc640d-05f8,1518,828
COMBEYS-bc640d-030d,762,827
COMBEYS-bc640d-0109,237,826
COMBEYS-bc640d-039a,905,825
COMBEYS-bc640d-02f7,740,824
COMBEYS-bc640d-0286,627,823
COMBEYS-bc640d-0303,752,822
COMBEYS-bc640d-03f9,1001,821
COMBEYS-bc640d-023d,552,820
COMBEYS-bc640d-02b2,671,819
COMBEYS-bc640d-0468,1114,818
COMBEYS-bc640d-9e,129,817
COMBEYS-bc640d-029e,651,816
COMBEYS-bc640d-018e,371,815
COMBEYS-bc640d-046d,1119,814
COMBEYS-bc640d-0489,1147,813
COMBEYS-bc640d-033d,811,812
COMBEYS-bc640d-0310,765,811
COMBEYS-bc640d-056f,1380,810
COMBEYS-bc640d-0507,1275,809
COMBEYS-bc640d-0136,282,808
COMBEYS-bc640d-03b3,930,807
COMBEYS-bc640d-0105,233,806
COMBEYS-bc640d-05f6,1516,805
COMBEYS-bc640d-0133,279,804
COMBEYS-bc640d-025d,584,803
COMBEYS-bc640d-0543,1335,802
COMBEYS-bc640d-02,328,801
COMBEYS-bc640d-033f,813,800
COMBEYS-bc640d-030e,763,799
COMBEYS-bc640d-01c2,425,798
COMBEYS-bc640d-0352,833,797
COMBEYS-bc640d-0117,251,796
COMBEYS-bc640d-033e,812,795
COMBEYS-bc640d-a5,136,794
COMBEYS-bc640d-0498,1162,793
COMBEYS-bc640d-02ec,729,792
COMBEYS-bc640d-014f,307,791
COMBEYS-bc640d-050b,1279,790
COMBEYS-bc640d-05ec,1506,789
COMBEYS-bc640d-0490,1154,788
COMBEYS-bc640d-0484,1142,787
COMBEYS-bc640d-05e2,1496,786
COMBEYS-bc640d-05d3,1480,785
COMBEYS-bc640d-46,45,784
COMBEYS-bc640d-01e8,464,783
COMBEYS-bc640d-0131,277,782
COMBEYS-bc640d-0232,541,781
COMBEYS-bc640d-7a,102,780
COMBEYS-bc640d-d0,179,779
COMBEYS-bc640d-05ef,1509,778
COMBEYS-bc640d-033a,808,777
COMBEYS-bc640d-05a6,1435,776
COMBEYS-bc640d-039f,910,775
COMBEYS-bc640d-02cf,700,774
COMBEYS-bc640d-036b,858,773
COMBEYS-bc640d-01c5,429,772
COMBEYS-bc640d-03fe,1007,771
COMBEYS-bc640d-0257,578,770
COMBEYS-bc640d-05d9,1487,769
COMBEYS-bc640d-0480,1138,768
COMBEYS-bc640d-05b8,1453,767
COMBEYS-bc640d-032a,792,766
COMBEYS-bc640d-0346,820,765
COMBEYS-bc640d-c2,165,764
COMBEYS-bc640d-058a,1407,763
COMBEYS-bc640d-019d,387,762
COMBEYS-bc640d-0405,1014,761
COMBEYS-bc640d-01ab,401,760
COMBEYS-bc640d-0240,555,759
COMBEYS-bc640d-040f,1024,758
COMBEYS-bc640d-0427,1048,757
COMBEYS-bc640d-c8,171,756
COMBEYS-bc640d-04b0,1186,755
COMBEYS-bc640d-04,380,754
COMBEYS-bc640d-0378,871,753
COMBEYS-bc640d-048c,1150,752
COMBEYS-bc640d-0222,523,751
COMBEYS-bc640d-06,426,750
COMBEYS-bc640d-05c9,1470,749
COMBEYS-bc640d-016e,338,748
COMBEYS-bc640d-060c,1538,747
COMBEYS-bc640d-02ac,665,746
COMBEYS-bc640d-eb,207,745
COMBEYS-bc640d-c7,170,744
COMBEYS-bc640d-0103,231,743
COMBEYS-bc640d-021e,519,742
COMBEYS-bc640d-01f8,480,741
COMBEYS-bc640d-02ab,664,740
COMBEYS-bc640d-041d,1038,739
COMBEYS-bc640d-0414,1029,738
COMBEYS-bc640d-0204,492,737
COMBEYS-bc640d-01ce,438,736
COMBEYS-bc640d-0158,316,735
COMBEYS-bc640d-05e4,1498,734
COMBEYS-bc640d-77,99,733
COMBEYS-bc640d-059c,1425,732
COMBEYS-bc640d-0344,818,731
COMBEYS-bc640d-66,82,730
COMBEYS-bc640d-032b,793,729
COMBEYS-bc640d-040e,1023,728
COMBEYS-bc640d-023c,551,727
COMBEYS-bc640d-04ab,1181,726
COMBEYS-bc640d-05fd,1523,725
COMBEYS-bc640d-0532,1318,724
COMBEYS-bc640d-01db,451,723
COMBEYS-bc640d-26,12,722
COMBEYS-bc640d-035f,846,721
COMBEYS-bc640d-043e,1072,720
COMBEYS-bc640d-0496,1160,719
COMBEYS-bc640d-0380,879,718
COMBEYS-bc640d-55,63,717
COMBEYS-bc640d-0216,511,716
COMBEYS-bc640d-0321,783,715
COMBEYS-bc640d-037f,878,714
COMBEYS-bc640d-02db,712,713
COMBEYS-bc640d-04fe,1266,712
COMBEYS-bc640d-02a4,657,711
COMBEYS-bc640d-0564,1368,710
COMBEYS-bc640d-03ca,954,709
COMBEYS-bc640d-057e,1395,708
COMBEYS-bc640d-04e0,1235,707
COMBEYS-bc640d-0453,1093,706
COMBEYS-bc640d-055f,1363,705
COMBEYS-bc640d-0354,835,704
COMBEYS-bc640d-01d4,444,703
COMBEYS-bc640d-053b,1327,702
COMBEYS-bc640d-01f6,478,701
COMBEYS-bc640d-0212,507,700
COMBEYS-bc640d-03ed,989,699
COMBEYS-bc640d-01b1,407,698
COMBEYS-bc640d-036e,861,697
COMBEYS-bc640d-02c4,689,696
COMBEYS-bc640d-05ee,1508,695
COMBEYS-bc640d-0304,753,694
COMBEYS-bc640d-0530,1316,693
COMBEYS-bc640d-05ac,1441,692
COMBEYS-bc640d-61,77,691
COMBEYS-bc640d-05bd,1458,690
COMBEYS-bc640d-0a,596,689
COMBEYS-bc640d-04ad,1183,688
COMBEYS-bc640d-0190,373,687
COMBEYS-bc640d-04c8,1210,686
COMBEYS-bc640d-d2,181,685
COMBEYS-bc640d-7b,74,684
COMBEYS-bc640d-68,84,683
COMBEYS-bc640d-048a,1148,682
COMBEYS-bc640d-0582,1399,681
COMBEYS-bc640d-0511,1285,680
COMBEYS-bc640d-2c,18,679
COMBEYS-bc640d-0261,588,678
COMBEYS-bc640d-050c,1280,677
COMBEYS-bc640d-031d,779,676
COMBEYS-bc640d-019a,384,675
COMBEYS-bc640d-03dd,973,674
COMBEYS-bc640d-05a2,1431,673
COMBEYS-bc640d-03d0,960,672
COMBEYS-bc640d-0242,557,671
COMBEYS-bc640d-02ee,731,670
COMBEYS-bc640d-72,94,669
COMBEYS-bc640d-0329,791,668
COMBEYS-bc640d-0150,308,667
COMBEYS-bc640d-12,1748,666
COMBEYS-bc640d-03e1,977,665
COMBEYS-bc640d-01dc,452,664
COMBEYS-bc640d-02ef,732,663
COMBEYS-bc640d-01b0,406,662
COMBEYS-bc640d-03cb,955,661
COMBEYS-bc640d-0335,803,660
COMBEYS-bc640d-0422,1043,659
COMBEYS-bc640d-e4,200,658
COMBEYS-bc640d-04e6,1242,657
COMBEYS-bc640d-024f,570,656
COMBEYS-bc640d-0555,1353,655
COMBEYS-bc640d-0345,819,654
COMBEYS-bc640d-0139,285,653
COMBEYS-bc640d-052c,1312,652
COMBEYS-bc640d-04a6,1176,651
COMBEYS-bc640d-0406,1015,650
COMBEYS-bc640d-0156,314,649
COMBEYS-bc640d-0570,1381,648
COMBEYS-bc640d-0d,825,647
COMBEYS-bc640d-0127,267,646
COMBEYS-bc640d-05d0,1477,645
COMBEYS-bc640d-0143,295,644
COMBEYS-bc640d-023f,554,643
COMBEYS-bc640d-054c,1344,642
COMBEYS-bc640d-051a,1294,641
COMBEYS-bc640d-0359,840,640
COMBEYS-bc640d-0483,1141,639
COMBEYS-bc640d-88,107,638
COMBEYS-bc640d-0227,529,637
COMBEYS-bc640d-58,66,636
COMBEYS-bc640d-b3,150,635
COMBEYS-bc640d-02d0,701,634
COMBEYS-bc640d-0312,767,633
COMBEYS-bc640d-029b,648,632
COMBEYS-bc640d-0521,1301,631
COMBEYS-bc640d-0251,572,630
COMBEYS-bc640d-0350,831,629
COMBEYS-bc640d-a6,137,628
COMBEYS-bc640d-2a,16,627
COMBEYS-bc640d-05b0,1445,626
COMBEYS-bc640d-2e,20,625
COMBEYS-bc640d-fb,223,624
COMBEYS-bc640d-cb,174,623
COMBEYS-bc640d-0260,587,622
COMBEYS-bc640d-03ef,991,621
COMBEYS-bc640d-028a,631,620
COMBEYS-bc640d-0153,311,619
COMBEYS-bc640d-8d,112,618
COMBEYS-bc640d-0341,815,617
COMBEYS-bc640d-0291,638,616
COMBEYS-bc640d-0231,540,615
COMBEYS-bc640d-0326,788,614
COMBEYS-bc640d-5e,73,613
COMBEYS-bc640d-057d,1394,612
COMBEYS-bc640d-03b4,931,611
COMBEYS-bc640d-d1,180,610
COMBEYS-bc640d-052a,1310,609
COMBEYS-bc640d-052d,1313,608
COMBEYS-bc640d-034a,824,607
COMBEYS-bc640d-0181,358,606
COMBEYS-bc640d-0577,1388,605
COMBEYS-bc640d-0267,594,604
COMBEYS-bc640d-014b,303,603
COMBEYS-bc640d-01a6,396,602
COMBEYS-bc640d-01a0,390,601
COMBEYS-bc640d-0170,340,600
COMBEYS-bc640d-040b,1020,599
COMBEYS-bc640d-059f,1428,598
COMBEYS-bc640d-04fc,1264,597
COMBEYS-bc640d-015b,318,596
COMBEYS-bc640d-03b9,936,595
COMBEYS-bc640d-018d,370,594
COMBEYS-bc640d-035c,843,593
COMBEYS-bc640d-0384,883,592
COMBEYS-bc640d-6d,89,591
COMBEYS-bc640d-48,48,590
COMBEYS-bc640d-0592,1415,589
COMBEYS-bc640d-15,2027,588
COMBEYS-bc640d-04d0,1218,587
COMBEYS-bc640d-0547,1339,586
COMBEYS-bc640d-0617,1549,585
COMBEYS-bc640d-02f9,742,584
COMBEYS-bc640d-9f,130,583
COMBEYS-bc640d-022e,537,582
COMBEYS-bc640d-0394,899,581
COMBEYS-bc640d-0149,301,580
COMBEYS-bc640d-0207,495,579
COMBEYS-bc640d-22,8,578
COMBEYS-bc640d-04c2,1204,577
COMBEYS-bc640d-01d2,442,576
COMBEYS-bc640d-04b5,1191,575
COMBEYS-bc640d-022b,533,574
COMBEYS-bc640d-03db,971,573
COMBEYS-bc640d-02c8,693,572
COMBEYS-bc640d-0137,283,571
COMBEYS-bc640d-021f,520,570
COMBEYS-bc640d-0353,834,569
COMBEYS-bc640d-1f,5,568
COMBEYS-bc640d-0606,1532,567
COMBEYS-bc640d-0616,1548,566
COMBEYS-bc640d-01d7,447,565
COMBEYS-bc640d-043f,1073,564
COMBEYS-bc640d-0307,756,563
COMBEYS-bc640d-023e,553,562
COMBEYS-bc640d-045b,1101,561
COMBEYS-bc640d-25,11,560
COMBEYS-bc640d-051d,1297,559
COMBEYS-bc640d-0472,1124,558
COMBEYS-bc640d-01c4,428,557
COMBEYS-bc640d-05f2,1512,556
COMBEYS-bc640d-0306,755,555
COMBEYS-bc640d-05e3,1497,554
COMBEYS-bc640d-bf,162,553
COMBEYS-bc640d-04d4,1223,552
COMBEYS-bc640d-0245,560,551
COMBEYS-bc640d-0249,564,550
COMBEYS-bc640d-041f,1040,549
COMBEYS-bc640d-59,67,548
COMBEYS-bc640d-0533,1319,547
COMBEYS-bc640d-01,192,546
COMBEYS-bc640d-a2,133,545
COMBEYS-bc640d-0201,489,544
COMBEYS-bc640d-0501,1269,543
COMBEYS-bc640d-02bd,682,542
COMBEYS-bc640d-b4,151,541
COMBEYS-bc640d-034b,826,540
COMBEYS-bc640d-ce,177,539
COMBEYS-bc640d-94,119,538
COMBEYS-bc640d-05a5,1434,537
COMBEYS-bc640d-038a,889,536
COMBEYS-bc640d-04a4,1174,535
COMBEYS-bc640d-02c3,688,534
COMBEYS-bc640d-69,85,533
COMBEYS-bc640d-04a2,1172,532
COMBEYS-bc640d-04b4,1190,531
COMBEYS-bc640d-050e,1282,530
COMBEYS-bc640d-05df,1493,529
COMBEYS-bc640d-01a8,398,528
COMBEYS-bc640d-012e,274,527
COMBEYS-bc640d-14,1886,526
COMBEYS-bc640d-05fc,1522,525
COMBEYS-bc640d-0230,539,524
COMBEYS-bc640d-0371,864,523
COMBEYS-bc640d-060f,1541,522
COMBEYS-bc640d-014d,305,521
COMBEYS-bc640d-0e,938,520
COMBEYS-bc640d-05ba,1455,519
COMBEYS-bc640d-03c9,953,518
COMBEYS-bc640d-042b,1052,517
COMBEYS-bc640d-012f,275,516
COMBEYS-bc640d-02fa,743,515
COMBEYS-bc640d-0591,1414,514
COMBEYS-bc640d-01a9,399,513
COMBEYS-bc640d-0485,1143,512
COMBEYS-bc640d-04a0,1170,511
COMBEYS-bc640d-04e9,1245,510
COMBEYS-bc640d-03c7,951,509
COMBEYS-bc640d-31,23,508
COMBEYS-bc640d-030a,759,507
COMBEYS-bc640d-0416,1031,506
COMBEYS-bc640d-041a,1035,505
COMBEYS-bc640d-02af,668,504
COMBEYS-bc640d-0614,1546,503
COMBEYS-bc640d-045d,1103,502
COMBEYS-bc640d-0590,1413,501
COMBEYS-bc640d-041b,1036,500
COMBEYS-bc640d-0259,580,499
COMBEYS-bc640d-17,2292,498
COMBEYS-bc640d-0607,1533,497
COMBEYS-bc640d-ff,227,496
COMBEYS-bc640d-05f0,1510,495
COMBEYS-bc640d-01d8,448,494
COMBEYS-bc640d-0298,645,493
COMBEYS-bc640d-033b,809,492
COMBEYS-bc640d-039e,909,491
COMBEYS-bc640d-0559,1357,490
COMBEYS-bc640d-03c2,946,489
COMBEYS-bc640d-046a,1116,488
COMBEYS-bc640d-02e0,717,487
COMBEYS-bc640d-021c,517,486
COMBEYS-bc640d-63,79,485
COMBEYS-bc640d-03cd,957,484
COMBEYS-bc640d-05ca,1471,483
COMBEYS-bc640d-18,2037,482
COMBEYS-bc640d-0126,266,481
COMBEYS-bc640d-0367,854,480
COMBEYS-bc640d-056e,1379,479
COMBEYS-bc640d-7c,69,478
COMBEYS-bc640d-05b2,1447,477
COMBEYS-bc640d-0503,1271,476
COMBEYS-bc640d-01c7,431,475
COMBEYS-bc640d-058f,1412,474
COMBEYS-bc640d-e9,205,473
COMBEYS-bc640d-04d9,1228,472
COMBEYS-bc640d-04f9,1261,471
COMBEYS-bc640d-0351,832,470
COMBEYS-bc640d-019c,386,469
COMBEYS-bc640d-0526,1306,468
COMBEYS-bc640d-05af,1444,467
COMBEYS-bc640d-0224,525,466
COMBEYS-bc640d-010f,243,465
COMBEYS-bc640d-049c,1166,464
COMBEYS-bc640d-0220,521,463
COMBEYS-bc640d-0285,626,462
COMBEYS-bc640d-04e4,1239,461
COMBEYS-bc640d-01ec,468,460
COMBEYS-bc640d-02d8,709,459
COMBEYS-bc640d-0f,1375,458
COMBEYS-bc640d-03c8,952,457
COMBEYS-bc640d-0431,1059,456
COMBEYS-bc640d-90,115,455
COMBEYS-bc640d-0584,1401,454
COMBEYS-bc640d-05bc,1457,453
COMBEYS-bc640d-03f7,999,452
COMBEYS-bc640d-0129,269,451
COMBEYS-bc640d-0343,817,450
COMBEYS-bc640d-04dc,1231,449
COMBEYS-bc640d-e0,196,448
COMBEYS-bc640d-0523,1303,447
COMBEYS-bc640d-03c6,950,446
COMBEYS-bc640d-056b,1376,445
COMBEYS-bc640d-0254,575,444
COMBEYS-bc640d-05d4,1481,443
COMBEYS-bc640d-0412,1027,442
COMBEYS-bc640d-0440,1074,441
COMBEYS-bc640d-01f9,481,440
COMBEYS-bc640d-057a,1391,439
COMBEYS-bc640d-0542,1334,438
COMBEYS-bc640d-95,120,437
COMBEYS-bc640d-c0,163,436
COMBEYS-bc640d-0349,823,435
COMBEYS-bc640d-0141,293,434
COMBEYS-bc640d-0215,510,433
COMBEYS-bc640d-018b,368,432
COMBEYS-bc640d-043c,1070,431
COMBEYS-bc640d-0119,253,430
COMBEYS-bc640d-05fe,1524,429
COMBEYS-bc640d-04a9,1179,428
COMBEYS-bc640d-03d4,964,427
COMBEYS-bc640d-01ed,469,426
COMBEYS-bc640d-01c9,433,425
COMBEYS-bc640d-032c,794,424
COMBEYS-bc640d-09,534,423
COMBEYS-bc640d-01c0,423,422
COMBEYS-bc640d-01ba,417,421
COMBEYS-bc640d-0434,1062,420
COMBEYS-bc640d-05f5,1515,419
COMBEYS-bc640d-04f8,1260,418
COMBEYS-bc640d-04c6,1208,417
COMBEYS-bc640d-f6,218,416
COMBEYS-bc640d-05b1,1446,415
COMBEYS-bc640d-0159,xxx,414
COMBEYS-bc640d-017c,353,413
COMBEYS-bc640d-0436,1064,412
COMBEYS-bc640d-0263,590,411
COMBEYS-bc640d-0331,799,410
COMBEYS-bc640d-026e,603,409
COMBEYS-bc640d-0562,1366,408
COMBEYS-bc640d-037e,877,407
COMBEYS-bc640d-01fb,483,406
COMBEYS-bc640d-0348,822,405
COMBEYS-bc640d-05ad,1442,404
COMBEYS-bc640d-0494,1158,403
COMBEYS-bc640d-0545,1337,402
COMBEYS-bc640d-8a,109,401
COMBEYS-bc640d-0176,346,400
COMBEYS-bc640d-03f8,1000,399
COMBEYS-bc640d-0114,248,398
COMBEYS-bc640d-0447,1081,397
COMBEYS-bc640d-0238,547,396
COMBEYS-bc640d-0466,1112,395
COMBEYS-bc640d-010a,238,394
COMBEYS-bc640d-032e,796,393
COMBEYS-bc640d-0299,646,392
COMBEYS-bc640d-03d3,963,391
COMBEYS-bc640d-b6,153,390
COMBEYS-bc640d-0574,1385,389
COMBEYS-bc640d-04ef,1251,388
COMBEYS-bc640d-0b,601,387
COMBEYS-bc640d-0361,848,386
COMBEYS-bc640d-f7,219,385
COMBEYS-bc640d-02e9,726,384
COMBEYS-bc640d-0551,1349,383
COMBEYS-bc640d-04bf,1201,382
COMBEYS-bc640d-060d,1539,381
COMBEYS-bc640d-0234,543,380
COMBEYS-bc640d-04b2,1188,379
COMBEYS-bc640d-e7,203,378
COMBEYS-bc640d-03f1,993,377
COMBEYS-bc640d-13,1795,376
COMBEYS-bc640d-03e8,984,375
COMBEYS-bc640d-039c,907,374
COMBEYS-bc640d-0197,381,373
COMBEYS-bc640d-056d,1378,372
COMBEYS-bc640d-0408,1017,371
COMBEYS-bc640d-02cb,696,370
COMBEYS-bc640d-0420,1041,369
COMBEYS-bc640d-0265,592,368
COMBEYS-bc640d-0531,1317,367
COMBEYS-bc640d-0196,379,366
COMBEYS-bc640d-0518,1292,365
COMBEYS-bc640d-02d1,702,364
COMBEYS-bc640d-011b,255,363
COMBEYS-bc640d-0481,1139,362
COMBEYS-bc640d-20,6,361
COMBEYS-bc640d-0318,773,360
COMBEYS-bc640d-05e8,1502,359
COMBEYS-bc640d-01ee,470,358
COMBEYS-bc640d-03a7,918,357
COMBEYS-bc640d-cd,176,356
COMBEYS-bc640d-05a3,1432,355
COMBEYS-bc640d-01e2,458,354
COMBEYS-bc640d-01ae,404,353
COMBEYS-bc640d-0395,900,352
COMBEYS-bc640d-024c,567,351
COMBEYS-bc640d-0388,887,350
COMBEYS-bc640d-0528,1308,349
COMBEYS-bc640d-0161,324,348
COMBEYS-bc640d-0334,802,347
COMBEYS-bc640d-1e,4,346
COMBEYS-bc640d-b7,154,345
COMBEYS-bc640d-0491,1155,344
COMBEYS-bc640d-0369,856,343
COMBEYS-bc640d-19,1904,342
COMBEYS-bc640d-0283,624,341
COMBEYS-bc640d-0423,1044,340
COMBEYS-bc640d-03d9,969,339
COMBEYS-bc640d-01d5,445,338
COMBEYS-bc640d-034f,830,337
COMBEYS-bc640d-0596,1419,336
COMBEYS-bc640d-03e9,985,335
COMBEYS-bc640d-0424,1045,334
COMBEYS-bc640d-e1,197,333
COMBEYS-bc640d-0576,1387,332
COMBEYS-bc640d-aa,141,331
COMBEYS-bc640d-01a7,397,330
COMBEYS-bc640d-0325,787,329
COMBEYS-bc640d-051c,1296,328
COMBEYS-bc640d-012b,271,327
COMBEYS-bc640d-02e1,718,326
COMBEYS-bc640d-0284,625,325
COMBEYS-bc640d-020a,498,324
COMBEYS-bc640d-0138,284,323
COMBEYS-bc640d-0293,640,322
COMBEYS-bc640d-78,100,321
COMBEYS-bc640d-4d,53,320
COMBEYS-bc640d-029c,649,319
COMBEYS-bc640d-d4,183,318
COMBEYS-bc640d-05aa,1439,317
COMBEYS-bc640d-c6,169,316
COMBEYS-bc640d-0549,1341,315
COMBEYS-bc640d-0308,757,314
COMBEYS-bc640d-02a7,660,313
COMBEYS-bc640d-037c,875,312
COMBEYS-bc640d-0101,229,311
COMBEYS-bc640d-011f,259,310
COMBEYS-bc640d-0473,1125,309
COMBEYS-bc640d-03f2,994,308
COMBEYS-bc640d-0305,754,307
COMBEYS-bc640d-04fa,1262,306
COMBEYS-bc640d-014e,306,305
COMBEYS-bc640d-bd,160,304
COMBEYS-bc640d-0442,1076,303
COMBEYS-bc640d-04f4,1256,302
COMBEYS-bc640d-0200,488,301
COMBEYS-bc640d-01d9,449,300
COMBEYS-bc640d-01af,405,299
COMBEYS-bc640d-0300,749,298
COMBEYS-bc640d-027a,615,297
COMBEYS-bc640d-a0,131,296
COMBEYS-bc640d-012d,273,295
COMBEYS-bc640d-0516,1290,294
COMBEYS-bc640d-04c4,1206,293
COMBEYS-bc640d-03ae,925,292
COMBEYS-bc640d-d3,182,291
COMBEYS-bc640d-0482,1140,290
COMBEYS-bc640d-02da,711,289
COMBEYS-bc640d-054f,1347,288
COMBEYS-bc640d-0112,246,287
COMBEYS-bc640d-53,61,286
COMBEYS-bc640d-047c,1134,285
COMBEYS-bc640d-a4,135,284
COMBEYS-bc640d-0618,1550,283
COMBEYS-bc640d-03ba,937,282
COMBEYS-bc640d-0102,230,281
COMBEYS-bc640d-0391,896,280
COMBEYS-bc640d-01c6,430,279
COMBEYS-bc640d-16,2047,278
COMBEYS-bc640d-04a8,1178,277
COMBEYS-bc640d-01f4,476,276
COMBEYS-bc640d-0567,1371,275
COMBEYS-bc640d-0177,347,274
COMBEYS-bc640d-02d2,703,273
COMBEYS-bc640d-04e2,1237,272
COMBEYS-bc640d-054e,1346,271
COMBEYS-bc640d-0469,1115,270
COMBEYS-bc640d-0302,751,269
COMBEYS-bc640d-96,121,268
COMBEYS-bc640d-05b3,1448,267
COMBEYS-bc640d-05a9,1438,266
COMBEYS-bc640d-03ce,958,265
COMBEYS-bc640d-03af,926,264
COMBEYS-bc640d-0513,1287,263
COMBEYS-bc640d-0358,839,262
COMBEYS-bc640d-04e7,1243,261
COMBEYS-bc640d-0275,610,260
COMBEYS-bc640d-037a,873,259
COMBEYS-bc640d-05ea,1504,258
COMBEYS-bc640d-fe,226,257
COMBEYS-bc640d-059d,1426,256
COMBEYS-bc640d-019f,389,255
COMBEYS-bc640d-03a9,920,254
COMBEYS-bc640d-38,30,253
COMBEYS-bc640d-013e,290,252
COMBEYS-bc640d-01d1,441,251
COMBEYS-bc640d-03e6,982,250
COMBEYS-bc640d-01f2,474,249
COMBEYS-bc640d-03d5,965,248
COMBEYS-bc640d-11,1728,247
COMBEYS-bc640d-0497,1161,246
COMBEYS-bc640d-f2,214,245
COMBEYS-bc640d-03a6,917,244
COMBEYS-bc640d-0340,814,243
COMBEYS-bc640d-01be,421,242
COMBEYS-bc640d-0609,1535,241
COMBEYS-bc640d-05e9,1503,240
COMBEYS-bc640d-0392,897,239
COMBEYS-bc640d-04df,1234,238
COMBEYS-bc640d-03a1,912,237
COMBEYS-bc640d-0537,1323,236
COMBEYS-bc640d-01b5,411,235
COMBEYS-bc640d-0188,365,234
COMBEYS-bc640d-055a,1358,233
COMBEYS-bc640d-0192,375,232
COMBEYS-bc640d-7e,60,231
COMBEYS-bc640d-0322,784,230
COMBEYS-bc640d-03d7,967,229
COMBEYS-bc640d-0556,1354,228
COMBEYS-bc640d-026a,598,227
COMBEYS-bc640d-0374,867,226
COMBEYS-bc640d-01ef,471,225
COMBEYS-bc640d-029a,647,224
COMBEYS-bc640d-0171,341,223
COMBEYS-bc640d-04d8,1227,222
COMBEYS-bc640d-04de,1233,221
COMBEYS-bc640d-020b,499,220
COMBEYS-bc640d-033c,810,219
COMBEYS-bc640d-040a,1019,218
COMBEYS-bc640d-0184,361,217
COMBEYS-bc640d-04c7,1209,216
COMBEYS-bc640d-0193,376,215
COMBEYS-bc640d-39,31,214
COMBEYS-bc640d-0376,869,213
COMBEYS-bc640d-3e,37,212
COMBEYS-bc640d-02f3,736,211
COMBEYS-bc640d-3b,34,210
COMBEYS-bc640d-058b,1408,209
COMBEYS-bc640d-055e,1362,208
COMBEYS-bc640d-027c,617,207
COMBEYS-bc640d-01ad,403,206
COMBEYS-bc640d-a9,140,205
COMBEYS-bc640d-0425,1046,204
COMBEYS-bc640d-0244,559,203
COMBEYS-bc640d-0527,1307,202
COMBEYS-bc640d-02fd,746,201
COMBEYS-bc640d-032f,797,200
COMBEYS-bc640d-0342,816,199
COMBEYS-bc640d-02bf,684,198
COMBEYS-bc640d-36,28,197
COMBEYS-bc640d-01e1,457,196
COMBEYS-bc640d-3a,33,195
COMBEYS-bc640d-03a0,911,194
COMBEYS-bc640d-d7,186,193
COMBEYS-bc640d-01b2,408,192
COMBEYS-bc640d-030b,760,191
COMBEYS-bc640d-02e4,721,190
COMBEYS-bc640d-02cd,698,189
COMBEYS-bc640d-020d,501,188
COMBEYS-bc640d-02e8,725,187
COMBEYS-bc640d-03b7,934,186
COMBEYS-bc640d-cc,175,185
COMBEYS-bc640d-01fa,482,184
COMBEYS-bc640d-0430,1058,183
COMBEYS-bc640d-0451,1091,182
COMBEYS-bc640d-02be,683,181
COMBEYS-bc640d-03a3,914,180
COMBEYS-bc640d-0104,232,179
COMBEYS-bc640d-0163,326,178
COMBEYS-bc640d-04e8,1244,177
COMBEYS-bc640d-047b,1133,176
COMBEYS-bc640d-0110,244,175
COMBEYS-bc640d-023b,550,174
COMBEYS-bc640d-05dd,1491,173
COMBEYS-bc640d-034c,827,172
COMBEYS-bc640d-01a2,392,171
COMBEYS-bc640d-0535,1321,170
COMBEYS-bc640d-01b3,409,169
COMBEYS-bc640d-013d,289,168
COMBEYS-bc640d-026f,604,167
COMBEYS-bc640d-0464,1110,166
COMBEYS-bc640d-03fb,1004,165
COMBEYS-bc640d-01ff,487,164
COMBEYS-bc640d-0437,1065,163
