Holder,HRI,Combeys
 erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse,0.034065394375084525,97
 erd1wrk26s0uc20m6qmp0z8qangy78a4558c47xj4yyugtwhj2t074kqs8lu27,133.5,1
 erd1x08ejc36w7vpqcwgcu3wxcd9akax3y6kwfmx5xxjnmtrwgrw90ssw93mzu,92.3125,2
 erd1x2ahw3yka7ppl6vnva57jplq62f4jsxp24grtkzwxt3t77pntkpq687vyr,0.38167394130248494,22
 erd1x3nqzfwu88hljtw4px6c6txykmcddpg86e4cwaqjxel6zwn52gcq29ffht,0.8017747984497061,30
 erd1x4advqzuyntmetp2lr5c6jklencp4dtzmr6jxt8azhchcgamx6zqa3jemy,259.5,1
 erd1x64qucsyarq3wgu60aw8ckj7ad6dw60me0du7a239p9yerh9w2xst3vfs5,96.4861111111111,3
 erd1x6a7r7dvayl7597j70u4k4as693k2kf6rtptdgqxul6fsgmg9mtqajfqmy,161.0,1
 erd1xcpgn5kx7rny64r90r6sm47rh5k43sd4r03l0vgv02s6xnrsjqss5q055z,774.0,1
 erd1xgyzvg9qcnur9ckt8pqawlauenvtamtrk6tp9pyx4gf8j7g4lcss3lnshc,135.625,2
 erd1xl8m4s53vtjdh67ttxhv0sulzf7ksu5zlqqernx72w4pu5xkhdfswy5gkd,0.44389065160470464,40
 erd1xm390hvz6sk7gkymmmau6fjv925a8c6d3g8t9lrvz7ly7xjulgmslt2cyt,165.5,1
 erd1xnw82n5cdpzt3lu9yvu9urhvwfrhkcna9hhl5fc4pap4elc5hkcs85uavh,183.0,1
 erd1xuf43l9v4d3lxhfg9ehzh244592gf2an7hmuw9h84gma7j8fdsws60rrqn,206.5,1
 erd1y2xep03xyjqruygq7fr3vfm2jpx9cg2w9zfjdx7fsr5fnpt0zekqu6f7z9,550.5,1
 erd1y6jslrt584hwxczk2hvrezs4pet87936ttqhzx63lmzwsg8gmw2srqxv47,494.0,1
 erd1y7j3ckltxqfqklcyhvx47gjnzwnaqsupvf84pr70d5xt49m0chnqcl3cty,57.97222222222222,3
 erd1yc85l6ljfez62d6zwdv8a8hpcy246tjftjhr3whk2fffkpnnx70svsdhm2,13.890887586805555,5
 erd1yfha3uut9eem2734er47dge2e5tssrstaee5g62yf4sq4l263kjsfwzl8k,62.0,1
 erd1yl7gk3sju8usaqgawrzxuczvcy2v0mfcghdtpnqq54w30qdrzu5sqmm04v,147.375,2
 erd1ynakksf68s347rys7ux48000q2dqnggpcf8dlhnautxzupcazr9q3889tz,21.0,1
 erd1yr4ynrnd09zx3ngyzazvsrv6aguecklffa4ulge4cnwx4ljf63jqcpv2t2,1.59870133049231,20
 erd1ywhgcjfz48uual8wurdnumu4t78k58vtehwhza76gdlcumnj2pesg35slj,68.0,1
 erd1z3d8pek0n8gd5ukkmx4hhcvster0hpesy4kfrqj69e3jtkrjxc6qv3wf8h,442.5,1
 erd1z563juvyfl7etnev8ua65vzhx65ln0rp0m783hq2m2wgdxx6z83s9t2cmv,0.12432722559471406,47
 erd1z8p5a6dut30rkdcl266expeyk6295w9835grs3pke8dts5ngrmmqp6yz80,7.285483121616447,10
 erd1zeyaaqx98c4xmq62hrnnxnqglg2vj6aqgyftpg3c0a8jxyf03qeqdtgm58,70.50347222222223,3
 erd1zjudl7ndct7zuqec3420gjl2azq7vth8286rufptz7wkxq6zkg7qf2yr4e,292.5,1
 erd1zswuzu5v537pcpg0sn7tsw7jwk4fy7rsglxt5wsxn7wl7d38a0fsj9wfgq,260.0,1
No owner data,37.5,1
