identifier,edition,rank,owner
COMBEYS-bc640d-04ae,1184,93.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-04ad,1183,688.0,erd1c7ag50xxcsrw5vtpjgx8d5a957rnck5xdrvr9ah8wgr7j4nv083s8kq3nj
COMBEYS-bc640d-04ac,1182,28.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-04ab,1181,726.0,erd12ftku2z35jy0j4v8arhmz66ptj7egrjcmrpejmahh9y83h4yuypsa9unyd
COMBEYS-bc640d-04aa,1180,1028.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-04a9,1179,428.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-04a8,1178,277.0,erd1c7ag50xxcsrw5vtpjgx8d5a957rnck5xdrvr9ah8wgr7j4nv083s8kq3nj
COMBEYS-bc640d-04a7,1177,829.0,erd1np3wxmn6vl536xmahpvtcman7mljzg332xx8tpv8gq0k92pus69qhtnygl
COMBEYS-bc640d-04a6,1176,651.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-04a5,1175,52.0,erd1z563juvyfl7etnev8ua65vzhx65ln0rp0m783hq2m2wgdxx6z83s9t2cmv
COMBEYS-bc640d-04a4,1174,535.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-04a3,1173,965.0,erd14dhg45peqmz6w38q969s8wy53f22fpahvkhcgfpcqlmnenc0na8quh92ju
COMBEYS-bc640d-04a2,1172,532.0,erd1x3nqzfwu88hljtw4px6c6txykmcddpg86e4cwaqjxel6zwn52gcq29ffht
COMBEYS-bc640d-04a1,1171,1357.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-04a0,1170,511.0,erd1nrqw78ap9azgyhejwpcwvmapj9dcxc5esud47qhtf03p9m4sa3lqrkrz5g
COMBEYS-bc640d-049f,1169,931.0,erd1gtzm2pfszxh572a7mmphdrhdag84saasvv27etmlqpagxutg60ps0yezqx
COMBEYS-bc640d-049e,1168,1151.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-049d,1167,1002.0,erd1qqqqqqqqqqqqqpgq705fxpfrjne0tl3ece0rrspykq88mynn4kxs2cg43s
COMBEYS-bc640d-049c,1166,464.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-049b,1165,1510.0,erd1yr4ynrnd09zx3ngyzazvsrv6aguecklffa4ulge4cnwx4ljf63jqcpv2t2
COMBEYS-bc640d-049a,1164,1485.0,erd1thdvfjre990ksl684lykjp79wn5lf75agnphsy3wnpp024nd2easacgn0s
COMBEYS-bc640d-0499,1163,1043.0,erd1la0ea7tf3xakafrwydnrtp50wwtssuyxsqa68uq8ddmdm3p7wagsmhqus7
COMBEYS-bc640d-0498,1162,793.0,erd1np3wxmn6vl536xmahpvtcman7mljzg332xx8tpv8gq0k92pus69qhtnygl
COMBEYS-bc640d-0497,1161,246.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-0496,1160,719.0,erd1nrqw78ap9azgyhejwpcwvmapj9dcxc5esud47qhtf03p9m4sa3lqrkrz5g
COMBEYS-bc640d-0495,1159,889.0,erd1qqqqqqqqqqqqqpgq705fxpfrjne0tl3ece0rrspykq88mynn4kxs2cg43s
COMBEYS-bc640d-0494,1158,403.0,erd1mg3u5fm0d4rquxpr7hxt096507ze4j4xpngfuweynewc9cphgy8q4y972q
COMBEYS-bc640d-0493,1157,1019.0,erd1uvn7nvq485aythttfk4yw782shqey68tak37ksdf8p2ta7v7sqes0k354r
COMBEYS-bc640d-0492,1156,1469.0,erd1jge2r79mtazyp5vuu8xqyr7k8u8r4mm3v3rv9947ekytc08rkzesjsk2h9
COMBEYS-bc640d-0491,1155,344.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0490,1154,788.0,erd1c7ag50xxcsrw5vtpjgx8d5a957rnck5xdrvr9ah8wgr7j4nv083s8kq3nj
COMBEYS-bc640d-048f,1153,1210.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-048e,1152,1132.0,erd1qqqqqqqqqqqqqpgqz2tgn80j5p5hqh4hx69uc27gz0drcjmmg20skf0wru
COMBEYS-bc640d-048d,1151,930.0,erd1nrqw78ap9azgyhejwpcwvmapj9dcxc5esud47qhtf03p9m4sa3lqrkrz5g
COMBEYS-bc640d-048c,1150,752.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-048b,1149,1424.0,erd12n736rftc5pluqyfuvnl460let2rz7znq0yskvdem8vvprrwu8dsfzpzv3
COMBEYS-bc640d-048a,1148,682.0,erd1ajdwv3kexfzf8c49h6gnttgtju7jz2p6efrsvf9eg3rcgk8z9sssuncmdz
COMBEYS-bc640d-0489,1147,813.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-0488,1146,840.0,erd1qqqqqqqqqqqqqpgq705fxpfrjne0tl3ece0rrspykq88mynn4kxs2cg43s
COMBEYS-bc640d-0487,1145,112.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0486,1144,1318.0,erd1mg3u5fm0d4rquxpr7hxt096507ze4j4xpngfuweynewc9cphgy8q4y972q
COMBEYS-bc640d-0485,1143,512.0,erd1mg3u5fm0d4rquxpr7hxt096507ze4j4xpngfuweynewc9cphgy8q4y972q
COMBEYS-bc640d-0484,1142,787.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-0483,1141,639.0,erd1azydwvvwd8hwsld4a737ldvnkmxjugxemsxcd8us7swql04une7sfhh57k
COMBEYS-bc640d-0482,1140,290.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0481,1139,362.0,erd1antkfvn9m9hc5xn92vm6kc0huwz93z2lh4mexmsmflsa54qtcvrshy62lc
COMBEYS-bc640d-0480,1138,768.0,erd1nck3v0qp4phgpra8sa0wx7xg333dktarx8hne089ndaxaf3zks2ql0xqa2
COMBEYS-bc640d-047f,1137,1244.0,erd1ln42z8cqh9xf3sqgcqlw8srqxrkhum3df47u96wj6gapdmgtezwqlquzxm
COMBEYS-bc640d-047e,1136,979.0,erd18cesq9rs8dxf9h2zh9qp0myycf5739mlynfur47grmt6puy3eteqtka6xa
COMBEYS-bc640d-047d,1135,905.0,erd1us0hha9kk4fpsn9kyatwhen542z6a3lkr5q5mark76y9g0p0t6zq0zercx
COMBEYS-bc640d-047c,1134,285.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-047b,1133,176.0,erd1nlhu9vm64kx7dy0kmyk3yjcmphlvuu07ehfyjsnc6grrt6er4afs4aeqxf
COMBEYS-bc640d-047a,1132,42.0,erd14dhg45peqmz6w38q969s8wy53f22fpahvkhcgfpcqlmnenc0na8quh92ju
COMBEYS-bc640d-0479,1131,1464.0,erd1q3yfrdhvl38qlx9gqrtfs0cufmqlnz0ytzsq2a5ul6ltwvugz8uqx2nn30
COMBEYS-bc640d-0478,1130,1202.0,erd1mul7pnllqms440wke8s6v4h828zwrr4lq7epy2v2jwwrj2zsmvlsyewc77
COMBEYS-bc640d-0477,1129,1345.0,erd1txprreyduvczs2r37q0lfk30ujum6z7klcdh56cplk3aqyr4qmkspxz2qa
COMBEYS-bc640d-0476,1128,1516.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0475,1127,1139.0,erd1nck3v0qp4phgpra8sa0wx7xg333dktarx8hne089ndaxaf3zks2ql0xqa2
COMBEYS-bc640d-0474,1126,888.0,erd1c7ag50xxcsrw5vtpjgx8d5a957rnck5xdrvr9ah8wgr7j4nv083s8kq3nj
COMBEYS-bc640d-0473,1125,309.0,erd1nrqw78ap9azgyhejwpcwvmapj9dcxc5esud47qhtf03p9m4sa3lqrkrz5g
COMBEYS-bc640d-0472,1124,558.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-0471,1123,885.0,erd1mg3u5fm0d4rquxpr7hxt096507ze4j4xpngfuweynewc9cphgy8q4y972q
COMBEYS-bc640d-0470,1122,1212.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-046f,1121,136.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-046e,1120,984.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-046d,1119,814.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-046c,1118,1287.0,erd1antkfvn9m9hc5xn92vm6kc0huwz93z2lh4mexmsmflsa54qtcvrshy62lc
COMBEYS-bc640d-046b,1117,842.0,erd12ftku2z35jy0j4v8arhmz66ptj7egrjcmrpejmahh9y83h4yuypsa9unyd
COMBEYS-bc640d-046a,1116,488.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-0469,1115,270.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0468,1114,818.0,erd1vm0g9f78l7ag6xrxql0nnq8jupnjhsjugxsxgk327h6la37gxp0q9kxpy6
COMBEYS-bc640d-0467,1113,1148.0,erd1xl8m4s53vtjdh67ttxhv0sulzf7ksu5zlqqernx72w4pu5xkhdfswy5gkd
COMBEYS-bc640d-0466,1112,395.0,erd1azydwvvwd8hwsld4a737ldvnkmxjugxemsxcd8us7swql04une7sfhh57k
COMBEYS-bc640d-0465,1111,141.0,erd1nlhu9vm64kx7dy0kmyk3yjcmphlvuu07ehfyjsnc6grrt6er4afs4aeqxf
COMBEYS-bc640d-0464,1110,166.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0463,1109,833.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0462,1108,1213.0,erd1yr4ynrnd09zx3ngyzazvsrv6aguecklffa4ulge4cnwx4ljf63jqcpv2t2
COMBEYS-bc640d-0461,1107,11.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-0460,1106,1250.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-045f,1105,1017.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-045e,1104,1383.0,erd1ntev2zzsz2vlk5dhajgrm2ge3zac6rqvtslplczmwva8n95hffcq62lldv
COMBEYS-bc640d-045d,1103,502.0,erd1z8p5a6dut30rkdcl266expeyk6295w9835grs3pke8dts5ngrmmqp6yz80
COMBEYS-bc640d-045c,1102,1119.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-045b,1101,561.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-045a,1100,25.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-0459,1099,846.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0458,1098,1157.0,erd1mg3u5fm0d4rquxpr7hxt096507ze4j4xpngfuweynewc9cphgy8q4y972q
COMBEYS-bc640d-0457,1097,80.0,erd1z563juvyfl7etnev8ua65vzhx65ln0rp0m783hq2m2wgdxx6z83s9t2cmv
COMBEYS-bc640d-0456,1096,110.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0455,1095,831.0,erd1nrqw78ap9azgyhejwpcwvmapj9dcxc5esud47qhtf03p9m4sa3lqrkrz5g
COMBEYS-bc640d-0454,1094,879.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0453,1093,706.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-0452,1092,884.0,erd1gtzm2pfszxh572a7mmphdrhdag84saasvv27etmlqpagxutg60ps0yezqx
COMBEYS-bc640d-0451,1091,182.0,erd1antkfvn9m9hc5xn92vm6kc0huwz93z2lh4mexmsmflsa54qtcvrshy62lc
COMBEYS-bc640d-0450,1090,114.0,erd1z8p5a6dut30rkdcl266expeyk6295w9835grs3pke8dts5ngrmmqp6yz80
COMBEYS-bc640d-044f,1089,1321.0,erd1xl8m4s53vtjdh67ttxhv0sulzf7ksu5zlqqernx72w4pu5xkhdfswy5gkd
COMBEYS-bc640d-044e,1088,1086.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-044d,1087,1090.0,erd1g4ac7p4680hpcdfzhqyyycw2hlgz0c38a8y485rmrhztx66ssppqfvf32z
COMBEYS-bc640d-044c,1086,964.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-044b,1085,1554.0,erd184hecgaxyp00c2r2pfhdvaewtg2ds0fgz68t3zu045ug7d85ka6s9mazjm
COMBEYS-bc640d-044a,1084,1449.0,erd1yr4ynrnd09zx3ngyzazvsrv6aguecklffa4ulge4cnwx4ljf63jqcpv2t2
COMBEYS-bc640d-0449,1083,1391.0,erd1y2xep03xyjqruygq7fr3vfm2jpx9cg2w9zfjdx7fsr5fnpt0zekqu6f7z9
COMBEYS-bc640d-0448,1082,1405.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0447,1081,397.0,erd1km88sw58lr59235y33xh6rl3qxvl68g2v3qvztcn3psyr66qz52qt826h3
COMBEYS-bc640d-0446,1080,1029.0,erd1ly2ztms3f0dr90z32cwzzhxgdfzjg9k5g3m3yzt4mvmt6aegxrdsa7rru3
COMBEYS-bc640d-0445,1079,1315.0,erd1flpng88pfv50vglwqdx33fqdyq5mq532w0ejuf8xw4y56hmzg53sz2ej7g
COMBEYS-bc640d-0444,1078,1207.0,erd1vctd5p4wjrrykdjrxp5kqkz5v2c0evevadzk53entctrct0npm0s392ftj
COMBEYS-bc640d-0443,1077,129.0,erd1c7ag50xxcsrw5vtpjgx8d5a957rnck5xdrvr9ah8wgr7j4nv083s8kq3nj
COMBEYS-bc640d-0442,1076,303.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0441,1075,1234.0,erd16n7ucerg4cz4quwqnuw4hnuu622p43zkpra2q7gxpg2gyr80jhjqnwp9lf
COMBEYS-bc640d-0440,1074,441.0,erd1x3nqzfwu88hljtw4px6c6txykmcddpg86e4cwaqjxel6zwn52gcq29ffht
COMBEYS-bc640d-043f,1073,564.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-043e,1072,720.0,erd1azydwvvwd8hwsld4a737ldvnkmxjugxemsxcd8us7swql04une7sfhh57k
COMBEYS-bc640d-043d,1071,1483.0,erd1yr4ynrnd09zx3ngyzazvsrv6aguecklffa4ulge4cnwx4ljf63jqcpv2t2
COMBEYS-bc640d-043c,1070,431.0,erd1x3nqzfwu88hljtw4px6c6txykmcddpg86e4cwaqjxel6zwn52gcq29ffht
COMBEYS-bc640d-043b,1069,157.0,erd1zeyaaqx98c4xmq62hrnnxnqglg2vj6aqgyftpg3c0a8jxyf03qeqdtgm58
COMBEYS-bc640d-043a,1068,10.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0439,1067,1303.0,erd1frufdkl50m62jwr6ke62hnlvz4nglsx9v8k6tvd8vullxd7ayr8ssrcnta
COMBEYS-bc640d-0438,1066,917.0,erd1x3nqzfwu88hljtw4px6c6txykmcddpg86e4cwaqjxel6zwn52gcq29ffht
COMBEYS-bc640d-0437,1065,163.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0436,1064,412.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0435,1063,1003.0,erd1us0hha9kk4fpsn9kyatwhen542z6a3lkr5q5mark76y9g0p0t6zq0zercx
COMBEYS-bc640d-0434,1062,420.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0433,1061,876.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-0432,1060,891.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0431,1059,456.0,erd1mg3u5fm0d4rquxpr7hxt096507ze4j4xpngfuweynewc9cphgy8q4y972q
COMBEYS-bc640d-0430,1058,183.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-042f,1057,1286.0,erd1qqqqqqqqqqqqqpgq6wegs2xkypfpync8mn2sa5cmpqjlvrhwz5nqgepyg8
COMBEYS-bc640d-042e,1056,1390.0,erd1uqfrre8j8tlgnzjzkgyzty8hgwlh48pesvrn5q6p9emlh9p9zlgq4re67d
COMBEYS-bc640d-042d,1054,1487.0,erd1ewxnfjfkxhn9zpf5cc54v54yvrg6wkjt90pukhra3qv5yafhzclq4un35q
COMBEYS-bc640d-042c,1053,928.0,erd1np3wxmn6vl536xmahpvtcman7mljzg332xx8tpv8gq0k92pus69qhtnygl
COMBEYS-bc640d-042b,1052,517.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-042a,1051,1071.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0429,1050,160.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0428,1049,49.0,erd159mypt4myss3mqrs89ft0hjeacffks2690gq9u3mlh73m9sh0w5s09eqhh
COMBEYS-bc640d-0427,1048,757.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0426,1047,44.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0425,1046,204.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0424,1045,334.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-0423,1044,340.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0422,1043,659.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-0421,1042,910.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0420,1041,369.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-041f,1040,549.0,erd134xqgu3npm0jmr3mt9cvujfp2r4m0dn0etxmxucds5t8s0jxmcjq9wah8j
COMBEYS-bc640d-041e,1039,954.0,erd1gtzm2pfszxh572a7mmphdrhdag84saasvv27etmlqpagxutg60ps0yezqx
COMBEYS-bc640d-041d,1038,739.0,erd1azydwvvwd8hwsld4a737ldvnkmxjugxemsxcd8us7swql04une7sfhh57k
COMBEYS-bc640d-041c,1037,1106.0,erd1w8j0meqp0dxuk67me72hrhdtarx9u3kmwxtjvncp89s720wqvl8sj7lfmd
COMBEYS-bc640d-041b,1036,500.0,erd10xl2wh9envwdkhl452gtms4uzqe6xgsntzpqvpucrzs054d9es8qy7f70p
COMBEYS-bc640d-041a,1035,505.0,erd1np3wxmn6vl536xmahpvtcman7mljzg332xx8tpv8gq0k92pus69qhtnygl
COMBEYS-bc640d-0419,1034,21.0,erd1aa8wrrerc7dl6v7jpc4jhuamp5swya2hxl86ly8x83llasc9cezq2mvq3w
COMBEYS-bc640d-0418,1033,98.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0417,1032,1452.0,erd1cck5mf6rfkyczsp3zzse94vfp25t00tzyx29p7lsjn7fv6j43fkskmndqm
COMBEYS-bc640d-0416,1031,506.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0415,1030,1047.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0414,1029,738.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0413,1028,1398.0,erd10rnzufususrnp3vgqkrn2yw8shpg37jmyr4lrath9rl8a33d8e6q5slp2z
COMBEYS-bc640d-0412,1027,442.0,erd14jm6swhn9lu4m9634hkvgdhtq4vyaf0dutk9w47ma06vk3yh7t2s9c4ng5
COMBEYS-bc640d-0411,1026,133.0,erd159mypt4myss3mqrs89ft0hjeacffks2690gq9u3mlh73m9sh0w5s09eqhh
COMBEYS-bc640d-0410,1025,1252.0,erd10yqfg9ufrmypkv9ngyc2fd4h60ks7dvwyz9vguzwrdt32aauwjvslr9g3u
COMBEYS-bc640d-040f,1024,758.0,erd1gtzm2pfszxh572a7mmphdrhdag84saasvv27etmlqpagxutg60ps0yezqx
COMBEYS-bc640d-040e,1023,728.0,erd1yr4ynrnd09zx3ngyzazvsrv6aguecklffa4ulge4cnwx4ljf63jqcpv2t2
COMBEYS-bc640d-040d,1022,103.0,erd1f4dw0ws0rv8kdwhm5s62ywchldr6l0l2gq36s7k7ky4cc0ya0saqnkpwtn
COMBEYS-bc640d-040c,1021,1371.0,erd15ld4z9armk2pq7y9x65y60klpstur34rl38kfdmdz2s643e9k49sfpzugd
COMBEYS-bc640d-040b,1020,599.0,erd1k4umqhapvve4d30nv3p7u4dxcyjmzdnly4thkvx7xn82mzufcjqq76vlqm
COMBEYS-bc640d-040a,1019,218.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0409,1018,1360.0,erd1q3yfrdhvl38qlx9gqrtfs0cufmqlnz0ytzsq2a5ul6ltwvugz8uqx2nn30
COMBEYS-bc640d-0408,1017,371.0,erd1nlhu9vm64kx7dy0kmyk3yjcmphlvuu07ehfyjsnc6grrt6er4afs4aeqxf
COMBEYS-bc640d-0407,1016,1188.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0406,1015,650.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-0405,1014,761.0,erd1azydwvvwd8hwsld4a737ldvnkmxjugxemsxcd8us7swql04une7sfhh57k
COMBEYS-bc640d-0404,1013,893.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0403,1012,1532.0,erd1hrxpjhyl77nt30p335fhj8umfn7l0d2d83u4sapp4svuqkvhqlmsseu678
COMBEYS-bc640d-0402,1011,1457.0,erd1g4jjuwlnx5wzcqjngkm8hp0a8nlg9qcpt6fw37gcuae4ha97kxpsl72ml3
COMBEYS-bc640d-0401,1010,1192.0,erd1wntft3qs5f0zysvhfakdf9tz4hcl9526urh79call8l2y8vx8afqkpmyse
COMBEYS-bc640d-0400,1009,127.0,erd1zeyaaqx98c4xmq62hrnnxnqglg2vj6aqgyftpg3c0a8jxyf03qeqdtgm58
COMBEYS-bc640d-03ff,1008,1466.0,erd1n7men9ylg2ahcl8tkm0pgy8klye752tqxs888d82mzztm46c3cks7r9tt4
COMBEYS-bc640d-03fe,1007,771.0,erd1gtzm2pfszxh572a7mmphdrhdag84saasvv27etmlqpagxutg60ps0yezqx
COMBEYS-bc640d-03fd,1006,65.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-03fc,1005,1134.0,erd1dmmalh3nycjt4v63jedn6530d8xwdh62flgq379v2ay45zm2sw6sa4u3kp
COMBEYS-bc640d-03fb,1004,165.0,erd1f4dw0ws0rv8kdwhm5s62ywchldr6l0l2gq36s7k7ky4cc0ya0saqnkpwtn
COMBEYS-bc640d-03fa,1002,1153.0,erd1x3nqzfwu88hljtw4px6c6txykmcddpg86e4cwaqjxel6zwn52gcq29ffht
COMBEYS-bc640d-03f9,1001,821.0,erd1nck3v0qp4phgpra8sa0wx7xg333dktarx8hne089ndaxaf3zks2ql0xqa2
COMBEYS-bc640d-03f8,1000,399.0,erd1gtzm2pfszxh572a7mmphdrhdag84saasvv27etmlqpagxutg60ps0yezqx
COMBEYS-bc640d-03f7,999,452.0,erd1mdp73tp9aq00z42806sxdyuh0z5mlfm5sgng6lw220q7kmm0c3fqt3ypvl
COMBEYS-bc640d-03f6,998,1380.0,erd1ncfucphf2wrzspntv9enld5rxgnn6ter843x7h67fvsj7tez0qkq3kk8f3
COMBEYS-bc640d-03f5,997,147.0,erd159mypt4myss3mqrs89ft0hjeacffks2690gq9u3mlh73m9sh0w5s09eqhh
COMBEYS-bc640d-03f4,996,1089.0,erd19rx7hahlau4f8lu25p5hlzhpatdm8td7ct8dmsxdra0q0mn65q4qjn936l
