identifier,rank,edition
COMBEYS-bc640d-0165,877,329
COMBEYS-bc640d-0433,876,1061
COMBEYS-bc640d-de,875,194
COMBEYS-bc640d-70,874,92
COMBEYS-bc640d-0500,873,1268
COMBEYS-bc640d-059e,872,1427
COMBEYS-bc640d-1a,871,1
COMBEYS-bc640d-025e,870,585
COMBEYS-bc640d-03f0,869,992
COMBEYS-bc640d-036a,868,857
COMBEYS-bc640d-0118,867,252
COMBEYS-bc640d-0550,866,1348
COMBEYS-bc640d-03cc,865,956
COMBEYS-bc640d-030c,864,761
COMBEYS-bc640d-0c,863,775
COMBEYS-bc640d-0195,862,378
COMBEYS-bc640d-01df,861,455
COMBEYS-bc640d-0571,860,1382
COMBEYS-bc640d-05bb,859,1456
COMBEYS-bc640d-0198,858,382
COMBEYS-bc640d-01e4,857,460
COMBEYS-bc640d-fa,856,222
COMBEYS-bc640d-0122,855,262
COMBEYS-bc640d-08,854,527
COMBEYS-bc640d-5d,853,72
COMBEYS-bc640d-0250,852,571
COMBEYS-bc640d-37,851,29
COMBEYS-bc640d-03df,850,975
COMBEYS-bc640d-05ab,849,1440
COMBEYS-bc640d-0205,848,493
COMBEYS-bc640d-e5,847,201
COMBEYS-bc640d-0459,846,1099
COMBEYS-bc640d-1c,845,3
COMBEYS-bc640d-10,844,1486
COMBEYS-bc640d-0396,843,901
COMBEYS-bc640d-046b,842,1117
COMBEYS-bc640d-055b,841,1359
COMBEYS-bc640d-0488,840,1146
COMBEYS-bc640d-05a0,839,1429
COMBEYS-bc640d-0247,838,562
COMBEYS-bc640d-028b,837,632
COMBEYS-bc640d-05,836,414
COMBEYS-bc640d-04b7,835,1193
COMBEYS-bc640d-0287,834,628
COMBEYS-bc640d-0463,833,1109
COMBEYS-bc640d-04f3,832,1255
COMBEYS-bc640d-0455,831,1095
COMBEYS-bc640d-05c7,830,1468
COMBEYS-bc640d-04a7,829,1177
COMBEYS-bc640d-05f8,828,1518
COMBEYS-bc640d-030d,827,762
COMBEYS-bc640d-0109,826,237
COMBEYS-bc640d-039a,825,905
COMBEYS-bc640d-02f7,824,740
COMBEYS-bc640d-0286,823,627
COMBEYS-bc640d-0303,822,752
COMBEYS-bc640d-03f9,821,1001
COMBEYS-bc640d-023d,820,552
COMBEYS-bc640d-02b2,819,671
COMBEYS-bc640d-0468,818,1114
COMBEYS-bc640d-9e,817,129
COMBEYS-bc640d-029e,816,651
COMBEYS-bc640d-018e,815,371
COMBEYS-bc640d-046d,814,1119
COMBEYS-bc640d-0489,813,1147
COMBEYS-bc640d-033d,812,811
COMBEYS-bc640d-0310,811,765
COMBEYS-bc640d-056f,810,1380
COMBEYS-bc640d-0507,809,1275
COMBEYS-bc640d-0136,808,282
COMBEYS-bc640d-03b3,807,930
COMBEYS-bc640d-0105,806,233
COMBEYS-bc640d-05f6,805,1516
COMBEYS-bc640d-0133,804,279
COMBEYS-bc640d-025d,803,584
COMBEYS-bc640d-0543,802,1335
COMBEYS-bc640d-02,801,328
COMBEYS-bc640d-033f,800,813
COMBEYS-bc640d-030e,799,763
COMBEYS-bc640d-01c2,798,425
COMBEYS-bc640d-0352,797,833
COMBEYS-bc640d-0117,796,251
COMBEYS-bc640d-033e,795,812
COMBEYS-bc640d-a5,794,136
COMBEYS-bc640d-0498,793,1162
COMBEYS-bc640d-02ec,792,729
COMBEYS-bc640d-014f,791,307
COMBEYS-bc640d-050b,790,1279
COMBEYS-bc640d-05ec,789,1506
COMBEYS-bc640d-0490,788,1154
COMBEYS-bc640d-0484,787,1142
COMBEYS-bc640d-05e2,786,1496
COMBEYS-bc640d-05d3,785,1480
COMBEYS-bc640d-46,784,45
COMBEYS-bc640d-01e8,783,464
COMBEYS-bc640d-0131,782,277
COMBEYS-bc640d-0232,781,541
COMBEYS-bc640d-7a,780,102
COMBEYS-bc640d-d0,779,179
COMBEYS-bc640d-05ef,778,1509
COMBEYS-bc640d-033a,777,808
COMBEYS-bc640d-05a6,776,1435
COMBEYS-bc640d-039f,775,910
COMBEYS-bc640d-02cf,774,700
COMBEYS-bc640d-036b,773,858
COMBEYS-bc640d-01c5,772,429
COMBEYS-bc640d-03fe,771,1007
COMBEYS-bc640d-0257,770,578
COMBEYS-bc640d-05d9,769,1487
COMBEYS-bc640d-0480,768,1138
COMBEYS-bc640d-05b8,767,1453
COMBEYS-bc640d-032a,766,792
COMBEYS-bc640d-0346,765,820
COMBEYS-bc640d-c2,764,165
COMBEYS-bc640d-058a,763,1407
COMBEYS-bc640d-019d,762,387
COMBEYS-bc640d-0405,761,1014
COMBEYS-bc640d-01ab,760,401
COMBEYS-bc640d-0240,759,555
COMBEYS-bc640d-040f,758,1024
COMBEYS-bc640d-0427,757,1048
COMBEYS-bc640d-c8,756,171
COMBEYS-bc640d-04b0,755,1186
COMBEYS-bc640d-04,754,380
COMBEYS-bc640d-0378,753,871
COMBEYS-bc640d-048c,752,1150
COMBEYS-bc640d-0222,751,523
COMBEYS-bc640d-06,750,426
COMBEYS-bc640d-05c9,749,1470
COMBEYS-bc640d-016e,748,338
COMBEYS-bc640d-060c,747,1538
COMBEYS-bc640d-02ac,746,665
COMBEYS-bc640d-eb,745,207
COMBEYS-bc640d-c7,744,170
COMBEYS-bc640d-0103,743,231
COMBEYS-bc640d-021e,742,519
COMBEYS-bc640d-01f8,741,480
COMBEYS-bc640d-02ab,740,664
COMBEYS-bc640d-041d,739,1038
COMBEYS-bc640d-0414,738,1029
COMBEYS-bc640d-0204,737,492
COMBEYS-bc640d-01ce,736,438
COMBEYS-bc640d-0158,735,316
COMBEYS-bc640d-05e4,734,1498
COMBEYS-bc640d-77,733,99
COMBEYS-bc640d-059c,732,1425
COMBEYS-bc640d-0344,731,818
COMBEYS-bc640d-66,730,82
COMBEYS-bc640d-032b,729,793
COMBEYS-bc640d-040e,728,1023
COMBEYS-bc640d-023c,727,551
COMBEYS-bc640d-04ab,726,1181
COMBEYS-bc640d-05fd,725,1523
COMBEYS-bc640d-0532,724,1318
COMBEYS-bc640d-01db,723,451
COMBEYS-bc640d-26,722,12
COMBEYS-bc640d-035f,721,846
COMBEYS-bc640d-043e,720,1072
COMBEYS-bc640d-0496,719,1160
COMBEYS-bc640d-0380,718,879
COMBEYS-bc640d-55,717,63
COMBEYS-bc640d-0216,716,511
COMBEYS-bc640d-0321,715,783
COMBEYS-bc640d-037f,714,878
COMBEYS-bc640d-02db,713,712
COMBEYS-bc640d-04fe,712,1266
COMBEYS-bc640d-02a4,711,657
COMBEYS-bc640d-0564,710,1368
COMBEYS-bc640d-03ca,709,954
COMBEYS-bc640d-057e,708,1395
COMBEYS-bc640d-04e0,707,1235
COMBEYS-bc640d-0453,706,1093
COMBEYS-bc640d-055f,705,1363
COMBEYS-bc640d-0354,704,835
COMBEYS-bc640d-01d4,703,444
COMBEYS-bc640d-053b,702,1327
COMBEYS-bc640d-01f6,701,478
COMBEYS-bc640d-0212,700,507
COMBEYS-bc640d-03ed,699,989
COMBEYS-bc640d-01b1,698,407
COMBEYS-bc640d-036e,697,861
COMBEYS-bc640d-02c4,696,689
COMBEYS-bc640d-05ee,695,1508
COMBEYS-bc640d-0304,694,753
COMBEYS-bc640d-0530,693,1316
COMBEYS-bc640d-05ac,692,1441
COMBEYS-bc640d-61,691,77
COMBEYS-bc640d-05bd,690,1458
COMBEYS-bc640d-0a,689,596
COMBEYS-bc640d-04ad,688,1183
COMBEYS-bc640d-0190,687,373
COMBEYS-bc640d-04c8,686,1210
COMBEYS-bc640d-d2,685,181
COMBEYS-bc640d-7b,684,74
COMBEYS-bc640d-68,683,84
COMBEYS-bc640d-048a,682,1148
COMBEYS-bc640d-0582,681,1399
COMBEYS-bc640d-0511,680,1285
COMBEYS-bc640d-2c,679,18
COMBEYS-bc640d-0261,678,588
COMBEYS-bc640d-050c,677,1280
COMBEYS-bc640d-031d,676,779
COMBEYS-bc640d-019a,675,384
COMBEYS-bc640d-03dd,674,973
COMBEYS-bc640d-05a2,673,1431
COMBEYS-bc640d-03d0,672,960
COMBEYS-bc640d-0242,671,557
COMBEYS-bc640d-02ee,670,731
COMBEYS-bc640d-72,669,94
COMBEYS-bc640d-0329,668,791
COMBEYS-bc640d-0150,667,308
COMBEYS-bc640d-12,666,1748
COMBEYS-bc640d-03e1,665,977
COMBEYS-bc640d-01dc,664,452
COMBEYS-bc640d-02ef,663,732
COMBEYS-bc640d-01b0,662,406
COMBEYS-bc640d-03cb,661,955
COMBEYS-bc640d-0335,660,803
COMBEYS-bc640d-0422,659,1043
COMBEYS-bc640d-e4,658,200
COMBEYS-bc640d-04e6,657,1242
COMBEYS-bc640d-024f,656,570
COMBEYS-bc640d-0555,655,1353
COMBEYS-bc640d-0345,654,819
COMBEYS-bc640d-0139,653,285
COMBEYS-bc640d-052c,652,1312
COMBEYS-bc640d-04a6,651,1176
COMBEYS-bc640d-0406,650,1015
COMBEYS-bc640d-0156,649,314
COMBEYS-bc640d-0570,648,1381
COMBEYS-bc640d-0d,647,825
COMBEYS-bc640d-0127,646,267
COMBEYS-bc640d-05d0,645,1477
COMBEYS-bc640d-0143,644,295
COMBEYS-bc640d-023f,643,554
COMBEYS-bc640d-054c,642,1344
COMBEYS-bc640d-051a,641,1294
COMBEYS-bc640d-0359,640,840
COMBEYS-bc640d-0483,639,1141
COMBEYS-bc640d-88,638,107
COMBEYS-bc640d-0227,637,529
COMBEYS-bc640d-58,636,66
COMBEYS-bc640d-b3,635,150
COMBEYS-bc640d-02d0,634,701
COMBEYS-bc640d-0312,633,767
COMBEYS-bc640d-029b,632,648
COMBEYS-bc640d-0521,631,1301
COMBEYS-bc640d-0251,630,572
COMBEYS-bc640d-0350,629,831
COMBEYS-bc640d-a6,628,137
COMBEYS-bc640d-2a,627,16
COMBEYS-bc640d-05b0,626,1445
COMBEYS-bc640d-2e,625,20
COMBEYS-bc640d-fb,624,223
COMBEYS-bc640d-cb,623,174
COMBEYS-bc640d-0260,622,587
COMBEYS-bc640d-03ef,621,991
COMBEYS-bc640d-028a,620,631
COMBEYS-bc640d-0153,619,311
COMBEYS-bc640d-8d,618,112
COMBEYS-bc640d-0341,617,815
COMBEYS-bc640d-0291,616,638
COMBEYS-bc640d-0231,615,540
COMBEYS-bc640d-0326,614,788
COMBEYS-bc640d-5e,613,73
COMBEYS-bc640d-057d,612,1394
COMBEYS-bc640d-03b4,611,931
COMBEYS-bc640d-d1,610,180
COMBEYS-bc640d-052a,609,1310
COMBEYS-bc640d-052d,608,1313
COMBEYS-bc640d-034a,607,824
COMBEYS-bc640d-0181,606,358
COMBEYS-bc640d-0577,605,1388
COMBEYS-bc640d-0267,604,594
COMBEYS-bc640d-014b,603,303
COMBEYS-bc640d-01a6,602,396
COMBEYS-bc640d-01a0,601,390
COMBEYS-bc640d-0170,600,340
COMBEYS-bc640d-040b,599,1020
COMBEYS-bc640d-059f,598,1428
COMBEYS-bc640d-04fc,597,1264
COMBEYS-bc640d-015b,596,318
COMBEYS-bc640d-03b9,595,936
COMBEYS-bc640d-018d,594,370
COMBEYS-bc640d-035c,593,843
COMBEYS-bc640d-0384,592,883
COMBEYS-bc640d-6d,591,89
COMBEYS-bc640d-48,590,48
COMBEYS-bc640d-0592,589,1415
COMBEYS-bc640d-15,588,2027
COMBEYS-bc640d-04d0,587,1218
COMBEYS-bc640d-0547,586,1339
COMBEYS-bc640d-0617,585,1549
COMBEYS-bc640d-02f9,584,742
COMBEYS-bc640d-9f,583,130
COMBEYS-bc640d-022e,582,537
COMBEYS-bc640d-0394,581,899
COMBEYS-bc640d-0149,580,301
COMBEYS-bc640d-0207,579,495
COMBEYS-bc640d-22,578,8
COMBEYS-bc640d-04c2,577,1204
COMBEYS-bc640d-01d2,576,442
COMBEYS-bc640d-04b5,575,1191
COMBEYS-bc640d-022b,574,533
COMBEYS-bc640d-03db,573,971
COMBEYS-bc640d-02c8,572,693
COMBEYS-bc640d-0137,571,283
COMBEYS-bc640d-021f,570,520
COMBEYS-bc640d-0353,569,834
COMBEYS-bc640d-1f,568,5
COMBEYS-bc640d-0606,567,1532
COMBEYS-bc640d-0616,566,1548
COMBEYS-bc640d-01d7,565,447
COMBEYS-bc640d-043f,564,1073
COMBEYS-bc640d-0307,563,756
COMBEYS-bc640d-023e,562,553
COMBEYS-bc640d-045b,561,1101
COMBEYS-bc640d-25,560,11
COMBEYS-bc640d-051d,559,1297
COMBEYS-bc640d-0472,558,1124
COMBEYS-bc640d-01c4,557,428
COMBEYS-bc640d-05f2,556,1512
COMBEYS-bc640d-0306,555,755
COMBEYS-bc640d-05e3,554,1497
COMBEYS-bc640d-bf,553,162
COMBEYS-bc640d-04d4,552,1223
COMBEYS-bc640d-0245,551,560
COMBEYS-bc640d-0249,550,564
COMBEYS-bc640d-041f,549,1040
COMBEYS-bc640d-59,548,67
COMBEYS-bc640d-0533,547,1319
COMBEYS-bc640d-01,546,192
COMBEYS-bc640d-a2,545,133
COMBEYS-bc640d-0201,544,489
COMBEYS-bc640d-0501,543,1269
COMBEYS-bc640d-02bd,542,682
COMBEYS-bc640d-b4,541,151
COMBEYS-bc640d-034b,540,826
COMBEYS-bc640d-ce,539,177
COMBEYS-bc640d-94,538,119
COMBEYS-bc640d-05a5,537,1434
COMBEYS-bc640d-038a,536,889
COMBEYS-bc640d-04a4,535,1174
COMBEYS-bc640d-02c3,534,688
COMBEYS-bc640d-69,533,85
COMBEYS-bc640d-04a2,532,1172
COMBEYS-bc640d-04b4,531,1190
COMBEYS-bc640d-050e,530,1282
COMBEYS-bc640d-05df,529,1493
COMBEYS-bc640d-01a8,528,398
COMBEYS-bc640d-012e,527,274
COMBEYS-bc640d-14,526,1886
COMBEYS-bc640d-05fc,525,1522
COMBEYS-bc640d-0230,524,539
COMBEYS-bc640d-0371,523,864
COMBEYS-bc640d-060f,522,1541
COMBEYS-bc640d-014d,521,305
COMBEYS-bc640d-0e,520,938
COMBEYS-bc640d-05ba,519,1455
COMBEYS-bc640d-03c9,518,953
COMBEYS-bc640d-042b,517,1052
COMBEYS-bc640d-012f,516,275
COMBEYS-bc640d-02fa,515,743
COMBEYS-bc640d-0591,514,1414
COMBEYS-bc640d-01a9,513,399
COMBEYS-bc640d-0485,512,1143
COMBEYS-bc640d-04a0,511,1170
COMBEYS-bc640d-04e9,510,1245
COMBEYS-bc640d-03c7,509,951
COMBEYS-bc640d-31,508,23
COMBEYS-bc640d-030a,507,759
COMBEYS-bc640d-0416,506,1031
COMBEYS-bc640d-041a,505,1035
COMBEYS-bc640d-02af,504,668
COMBEYS-bc640d-0614,503,1546
COMBEYS-bc640d-045d,502,1103
COMBEYS-bc640d-0590,501,1413
COMBEYS-bc640d-041b,500,1036
COMBEYS-bc640d-0259,499,580
COMBEYS-bc640d-17,498,2292
COMBEYS-bc640d-0607,497,1533
COMBEYS-bc640d-ff,496,227
COMBEYS-bc640d-05f0,495,1510
COMBEYS-bc640d-01d8,494,448
COMBEYS-bc640d-0298,493,645
COMBEYS-bc640d-033b,492,809
COMBEYS-bc640d-039e,491,909
COMBEYS-bc640d-0559,490,1357
COMBEYS-bc640d-03c2,489,946
COMBEYS-bc640d-046a,488,1116
COMBEYS-bc640d-02e0,487,717
COMBEYS-bc640d-021c,486,517
COMBEYS-bc640d-63,485,79
COMBEYS-bc640d-03cd,484,957
COMBEYS-bc640d-05ca,483,1471
COMBEYS-bc640d-18,482,2037
COMBEYS-bc640d-0126,481,266
COMBEYS-bc640d-0367,480,854
COMBEYS-bc640d-056e,479,1379
COMBEYS-bc640d-7c,478,69
COMBEYS-bc640d-05b2,477,1447
COMBEYS-bc640d-0503,476,1271
COMBEYS-bc640d-01c7,475,431
COMBEYS-bc640d-058f,474,1412
COMBEYS-bc640d-e9,473,205
COMBEYS-bc640d-04d9,472,1228
COMBEYS-bc640d-04f9,471,1261
COMBEYS-bc640d-0351,470,832
COMBEYS-bc640d-019c,469,386
COMBEYS-bc640d-0526,468,1306
COMBEYS-bc640d-05af,467,1444
COMBEYS-bc640d-0224,466,525
COMBEYS-bc640d-010f,465,243
COMBEYS-bc640d-049c,464,1166
COMBEYS-bc640d-0220,463,521
COMBEYS-bc640d-0285,462,626
COMBEYS-bc640d-04e4,461,1239
COMBEYS-bc640d-01ec,460,468
COMBEYS-bc640d-02d8,459,709
COMBEYS-bc640d-0f,458,1375
COMBEYS-bc640d-03c8,457,952
COMBEYS-bc640d-0431,456,1059
COMBEYS-bc640d-90,455,115
COMBEYS-bc640d-0584,454,1401
COMBEYS-bc640d-05bc,453,1457
COMBEYS-bc640d-03f7,452,999
COMBEYS-bc640d-0129,451,269
COMBEYS-bc640d-0343,450,817
COMBEYS-bc640d-04dc,449,1231
COMBEYS-bc640d-e0,448,196
COMBEYS-bc640d-0523,447,1303
COMBEYS-bc640d-03c6,446,950
COMBEYS-bc640d-056b,445,1376
COMBEYS-bc640d-0254,444,575
COMBEYS-bc640d-05d4,443,1481
COMBEYS-bc640d-0412,442,1027
COMBEYS-bc640d-0440,441,1074
COMBEYS-bc640d-01f9,440,481
COMBEYS-bc640d-057a,439,1391
COMBEYS-bc640d-0542,438,1334
COMBEYS-bc640d-95,437,120
COMBEYS-bc640d-c0,436,163
COMBEYS-bc640d-0349,435,823
COMBEYS-bc640d-0141,434,293
COMBEYS-bc640d-0215,433,510
COMBEYS-bc640d-018b,432,368
COMBEYS-bc640d-043c,431,1070
COMBEYS-bc640d-0119,430,253
COMBEYS-bc640d-05fe,429,1524
COMBEYS-bc640d-04a9,428,1179
COMBEYS-bc640d-03d4,427,964
COMBEYS-bc640d-01ed,426,469
COMBEYS-bc640d-01c9,425,433
COMBEYS-bc640d-032c,424,794
COMBEYS-bc640d-09,423,534
COMBEYS-bc640d-01c0,422,423
COMBEYS-bc640d-01ba,421,417
COMBEYS-bc640d-0434,420,1062
COMBEYS-bc640d-05f5,419,1515
COMBEYS-bc640d-04f8,418,1260
COMBEYS-bc640d-04c6,417,1208
COMBEYS-bc640d-f6,416,218
COMBEYS-bc640d-05b1,415,1446
COMBEYS-bc640d-0159,414,xxx
COMBEYS-bc640d-017c,413,353
COMBEYS-bc640d-0436,412,1064
COMBEYS-bc640d-0263,411,590
COMBEYS-bc640d-0331,410,799
COMBEYS-bc640d-026e,409,603
COMBEYS-bc640d-0562,408,1366
COMBEYS-bc640d-037e,407,877
COMBEYS-bc640d-01fb,406,483
COMBEYS-bc640d-0348,405,822
COMBEYS-bc640d-05ad,404,1442
COMBEYS-bc640d-0494,403,1158
COMBEYS-bc640d-0545,402,1337
COMBEYS-bc640d-8a,401,109
COMBEYS-bc640d-0176,400,346
COMBEYS-bc640d-03f8,399,1000
COMBEYS-bc640d-0114,398,248
COMBEYS-bc640d-0447,397,1081
COMBEYS-bc640d-0238,396,547
COMBEYS-bc640d-0466,395,1112
COMBEYS-bc640d-010a,394,238
COMBEYS-bc640d-032e,393,796
COMBEYS-bc640d-0299,392,646
COMBEYS-bc640d-03d3,391,963
COMBEYS-bc640d-b6,390,153
COMBEYS-bc640d-0574,389,1385
COMBEYS-bc640d-04ef,388,1251
COMBEYS-bc640d-0b,387,601
COMBEYS-bc640d-0361,386,848
COMBEYS-bc640d-f7,385,219
COMBEYS-bc640d-02e9,384,726
COMBEYS-bc640d-0551,383,1349
COMBEYS-bc640d-04bf,382,1201
COMBEYS-bc640d-060d,381,1539
COMBEYS-bc640d-0234,380,543
COMBEYS-bc640d-04b2,379,1188
COMBEYS-bc640d-e7,378,203
COMBEYS-bc640d-03f1,377,993
COMBEYS-bc640d-13,376,1795
COMBEYS-bc640d-03e8,375,984
COMBEYS-bc640d-039c,374,907
COMBEYS-bc640d-0197,373,381
COMBEYS-bc640d-056d,372,1378
COMBEYS-bc640d-0408,371,1017
COMBEYS-bc640d-02cb,370,696
COMBEYS-bc640d-0420,369,1041
COMBEYS-bc640d-0265,368,592
COMBEYS-bc640d-0531,367,1317
COMBEYS-bc640d-0196,366,379
COMBEYS-bc640d-0518,365,1292
COMBEYS-bc640d-02d1,364,702
COMBEYS-bc640d-011b,363,255
COMBEYS-bc640d-0481,362,1139
COMBEYS-bc640d-20,361,6
COMBEYS-bc640d-0318,360,773
COMBEYS-bc640d-05e8,359,1502
COMBEYS-bc640d-01ee,358,470
COMBEYS-bc640d-03a7,357,918
COMBEYS-bc640d-cd,356,176
COMBEYS-bc640d-05a3,355,1432
COMBEYS-bc640d-01e2,354,458
COMBEYS-bc640d-01ae,353,404
COMBEYS-bc640d-0395,352,900
COMBEYS-bc640d-024c,351,567
COMBEYS-bc640d-0388,350,887
COMBEYS-bc640d-0528,349,1308
COMBEYS-bc640d-0161,348,324
COMBEYS-bc640d-0334,347,802
COMBEYS-bc640d-1e,346,4
COMBEYS-bc640d-b7,345,154
COMBEYS-bc640d-0491,344,1155
COMBEYS-bc640d-0369,343,856
COMBEYS-bc640d-19,342,1904
COMBEYS-bc640d-0283,341,624
COMBEYS-bc640d-0423,340,1044
COMBEYS-bc640d-03d9,339,969
COMBEYS-bc640d-01d5,338,445
COMBEYS-bc640d-034f,337,830
COMBEYS-bc640d-0596,336,1419
COMBEYS-bc640d-03e9,335,985
COMBEYS-bc640d-0424,334,1045
COMBEYS-bc640d-e1,333,197
COMBEYS-bc640d-0576,332,1387
COMBEYS-bc640d-aa,331,141
COMBEYS-bc640d-01a7,330,397
COMBEYS-bc640d-0325,329,787
COMBEYS-bc640d-051c,328,1296
COMBEYS-bc640d-012b,327,271
COMBEYS-bc640d-02e1,326,718
COMBEYS-bc640d-0284,325,625
COMBEYS-bc640d-020a,324,498
COMBEYS-bc640d-0138,323,284
COMBEYS-bc640d-0293,322,640
COMBEYS-bc640d-78,321,100
COMBEYS-bc640d-4d,320,53
COMBEYS-bc640d-029c,319,649
COMBEYS-bc640d-d4,318,183
COMBEYS-bc640d-05aa,317,1439
COMBEYS-bc640d-c6,316,169
COMBEYS-bc640d-0549,315,1341
COMBEYS-bc640d-0308,314,757
COMBEYS-bc640d-02a7,313,660
COMBEYS-bc640d-037c,312,875
COMBEYS-bc640d-0101,311,229
COMBEYS-bc640d-011f,310,259
COMBEYS-bc640d-0473,309,1125
COMBEYS-bc640d-03f2,308,994
COMBEYS-bc640d-0305,307,754
COMBEYS-bc640d-04fa,306,1262
COMBEYS-bc640d-014e,305,306
COMBEYS-bc640d-bd,304,160
COMBEYS-bc640d-0442,303,1076
COMBEYS-bc640d-04f4,302,1256
COMBEYS-bc640d-0200,301,488
COMBEYS-bc640d-01d9,300,449
COMBEYS-bc640d-01af,299,405
COMBEYS-bc640d-0300,298,749
COMBEYS-bc640d-027a,297,615
COMBEYS-bc640d-a0,296,131
COMBEYS-bc640d-012d,295,273
COMBEYS-bc640d-0516,294,1290
COMBEYS-bc640d-04c4,293,1206
COMBEYS-bc640d-03ae,292,925
COMBEYS-bc640d-d3,291,182
COMBEYS-bc640d-0482,290,1140
COMBEYS-bc640d-02da,289,711
COMBEYS-bc640d-054f,288,1347
COMBEYS-bc640d-0112,287,246
COMBEYS-bc640d-53,286,61
COMBEYS-bc640d-047c,285,1134
COMBEYS-bc640d-a4,284,135
COMBEYS-bc640d-0618,283,1550
COMBEYS-bc640d-03ba,282,937
COMBEYS-bc640d-0102,281,230
COMBEYS-bc640d-0391,280,896
COMBEYS-bc640d-01c6,279,430
COMBEYS-bc640d-16,278,2047
COMBEYS-bc640d-04a8,277,1178
COMBEYS-bc640d-01f4,276,476
COMBEYS-bc640d-0567,275,1371
COMBEYS-bc640d-0177,274,347
COMBEYS-bc640d-02d2,273,703
COMBEYS-bc640d-04e2,272,1237
COMBEYS-bc640d-054e,271,1346
COMBEYS-bc640d-0469,270,1115
COMBEYS-bc640d-0302,269,751
COMBEYS-bc640d-96,268,121
COMBEYS-bc640d-05b3,267,1448
COMBEYS-bc640d-05a9,266,1438
COMBEYS-bc640d-03ce,265,958
COMBEYS-bc640d-03af,264,926
COMBEYS-bc640d-0513,263,1287
COMBEYS-bc640d-0358,262,839
COMBEYS-bc640d-04e7,261,1243
COMBEYS-bc640d-0275,260,610
COMBEYS-bc640d-037a,259,873
COMBEYS-bc640d-05ea,258,1504
COMBEYS-bc640d-fe,257,226
COMBEYS-bc640d-059d,256,1426
COMBEYS-bc640d-019f,255,389
COMBEYS-bc640d-03a9,254,920
COMBEYS-bc640d-38,253,30
COMBEYS-bc640d-013e,252,290
COMBEYS-bc640d-01d1,251,441
COMBEYS-bc640d-03e6,250,982
COMBEYS-bc640d-01f2,249,474
COMBEYS-bc640d-03d5,248,965
COMBEYS-bc640d-11,247,1728
COMBEYS-bc640d-0497,246,1161
COMBEYS-bc640d-f2,245,214
COMBEYS-bc640d-03a6,244,917
COMBEYS-bc640d-0340,243,814
COMBEYS-bc640d-01be,242,421
COMBEYS-bc640d-0609,241,1535
COMBEYS-bc640d-05e9,240,1503
COMBEYS-bc640d-0392,239,897
COMBEYS-bc640d-04df,238,1234
COMBEYS-bc640d-03a1,237,912
COMBEYS-bc640d-0537,236,1323
COMBEYS-bc640d-01b5,235,411
COMBEYS-bc640d-0188,234,365
COMBEYS-bc640d-055a,233,1358
COMBEYS-bc640d-0192,232,375
COMBEYS-bc640d-7e,231,60
COMBEYS-bc640d-0322,230,784
COMBEYS-bc640d-03d7,229,967
COMBEYS-bc640d-0556,228,1354
COMBEYS-bc640d-026a,227,598
COMBEYS-bc640d-0374,226,867
COMBEYS-bc640d-01ef,225,471
COMBEYS-bc640d-029a,224,647
COMBEYS-bc640d-0171,223,341
COMBEYS-bc640d-04d8,222,1227
COMBEYS-bc640d-04de,221,1233
COMBEYS-bc640d-020b,220,499
COMBEYS-bc640d-033c,219,810
COMBEYS-bc640d-040a,218,1019
COMBEYS-bc640d-0184,217,361
COMBEYS-bc640d-04c7,216,1209
COMBEYS-bc640d-0193,215,376
COMBEYS-bc640d-39,214,31
COMBEYS-bc640d-0376,213,869
COMBEYS-bc640d-3e,212,37
COMBEYS-bc640d-02f3,211,736
COMBEYS-bc640d-3b,210,34
COMBEYS-bc640d-058b,209,1408
COMBEYS-bc640d-055e,208,1362
COMBEYS-bc640d-027c,207,617
COMBEYS-bc640d-01ad,206,403
COMBEYS-bc640d-a9,205,140
COMBEYS-bc640d-0425,204,1046
COMBEYS-bc640d-0244,203,559
COMBEYS-bc640d-0527,202,1307
COMBEYS-bc640d-02fd,201,746
COMBEYS-bc640d-032f,200,797
COMBEYS-bc640d-0342,199,816
COMBEYS-bc640d-02bf,198,684
COMBEYS-bc640d-36,197,28
COMBEYS-bc640d-01e1,196,457
COMBEYS-bc640d-3a,195,33
COMBEYS-bc640d-03a0,194,911
COMBEYS-bc640d-d7,193,186
COMBEYS-bc640d-01b2,192,408
COMBEYS-bc640d-030b,191,760
COMBEYS-bc640d-02e4,190,721
COMBEYS-bc640d-02cd,189,698
COMBEYS-bc640d-020d,188,501
COMBEYS-bc640d-02e8,187,725
COMBEYS-bc640d-03b7,186,934
COMBEYS-bc640d-cc,185,175
COMBEYS-bc640d-01fa,184,482
COMBEYS-bc640d-0430,183,1058
COMBEYS-bc640d-0451,182,1091
COMBEYS-bc640d-02be,181,683
COMBEYS-bc640d-03a3,180,914
COMBEYS-bc640d-0104,179,232
COMBEYS-bc640d-0163,178,326
COMBEYS-bc640d-04e8,177,1244
COMBEYS-bc640d-047b,176,1133
COMBEYS-bc640d-0110,175,244
COMBEYS-bc640d-023b,174,550
COMBEYS-bc640d-05dd,173,1491
COMBEYS-bc640d-034c,172,827
COMBEYS-bc640d-01a2,171,392
COMBEYS-bc640d-0535,170,1321
COMBEYS-bc640d-01b3,169,409
COMBEYS-bc640d-013d,168,289
COMBEYS-bc640d-026f,167,604
COMBEYS-bc640d-0464,166,1110
COMBEYS-bc640d-03fb,165,1004
COMBEYS-bc640d-01ff,164,487
